Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Steering,Throttle,Brake,LocalVelX,LocalVelY,LocalVelZ,AccLat,AccLong,AccVert,Yaw,Pitch,Roll,DistFromIdeal,Curva,LapTime
631.54,-23.059,0.028,-79.764,-32.807,0.008,12.942,0.000,1.000,0.000,-0.042,-0.213,35.266,-8.831,-0.274,0.234,291.600,359.641,359.429,76.421,"Curva 2: Larga, non frenare.",11.84
631.56,-23.717,0.028,-79.508,-32.846,-0.026,12.902,0.000,1.000,0.000,-0.107,-0.238,35.288,-2.563,-1.750,1.084,291.624,359.658,359.122,77.115,"Curva 2: Larga, non frenare.",11.86
631.58,-24.367,0.028,-79.233,-32.761,0.034,13.114,0.000,1.000,0.000,0.131,-0.193,35.288,11.452,2.760,-0.018,291.596,359.635,1.166,77.805,"Curva 2: Larga, non frenare.",11.88
631.60,-25.026,0.028,-78.978,-32.815,-0.032,13.052,0.000,1.000,0.000,0.060,-0.245,35.314,-3.847,-3.298,1.315,291.592,359.654,0.161,78.500,"Curva 2: Larga, non frenare.",11.90
631.62,-25.687,0.028,-78.728,-32.870,0.010,12.926,0.000,1.000,0.000,-0.114,-0.211,35.319,-6.896,1.918,0.257,291.661,359.646,358.768,79.196,"Curva 2: Larga, non frenare.",11.92
631.64,-26.339,0.028,-78.456,-32.805,0.010,13.099,0.000,1.000,0.000,0.049,-0.212,35.323,9.211,-0.103,0.166,291.684,359.641,0.610,79.888,"Curva 2: Larga, non frenare.",11.94
631.66,-26.994,0.028,-78.191,-32.808,-0.028,13.150,0.000,1.000,0.000,0.108,-0.240,35.345,2.292,-1.904,1.096,291.660,359.658,0.855,80.583,"Curva 2: Larga, non frenare.",11.96
631.68,-27.657,0.028,-77.945,-32.892,0.035,12.935,0.000,1.000,0.000,-0.132,-0.194,35.344,-11.611,2.884,-0.043,291.688,359.634,358.803,81.281,"Curva 2: Larga, non frenare.",11.98
631.70,-28.312,0.028,-77.678,-32.886,-0.030,13.022,0.000,1.000,0.000,-0.053,-0.246,35.370,4.169,-3.262,1.297,291.689,359.652,359.878,81.976,"Curva 2: Larga, non frenare.",12.00
631.72,-28.966,0.028,-77.407,-32.842,0.008,13.145,0.000,1.000,0.000,0.116,-0.213,35.374,6.541,1.796,0.208,291.618,359.646,1.230,82.670,"Curva 2: Larga, non frenare.",12.02
631.74,-29.628,0.028,-77.158,-32.915,0.012,12.966,0.000,1.000,0.000,-0.056,-0.210,35.376,-9.659,0.095,0.123,291.595,359.640,359.343,83.369,"Curva 2: Larga, non frenare.",12.04
631.76,-30.288,0.028,-76.901,-32.952,-0.029,12.936,0.000,1.000,0.000,-0.111,-0.242,35.399,-2.049,-2.131,1.140,291.619,359.659,359.172,84.067,"Curva 2: Larga, non frenare.",12.06
631.78,-30.940,0.028,-76.625,-32.865,0.035,13.151,0.000,1.000,0.000,0.130,-0.194,35.398,11.705,2.994,-0.061,291.593,359.634,1.230,84.762,"Curva 2: Larga, non frenare.",12.08
631.80,-31.601,0.028,-76.371,-32.920,-0.030,13.077,0.000,1.000,0.000,0.042,-0.245,35.421,-4.497,-3.246,1.182,291.595,359.651,0.080,85.461,"Curva 2: Larga, non frenare.",12.10
631.82,-32.264,0.028,-76.120,-32.968,0.006,12.965,0.000,1.000,0.000,-0.121,-0.215,35.425,-6.123,1.636,0.174,291.670,359.647,358.775,86.161,"Curva 2: Larga, non frenare.",12.12
631.84,-32.917,0.028,-75.845,-32.893,0.015,13.155,0.000,1.000,0.000,0.063,-0.209,35.426,10.198,0.319,0.032,291.691,359.640,0.710,86.857,"Curva 2: Larga, non frenare.",12.14
631.86,-33.575,0.028,-75.581,-32.901,-0.032,13.197,0.000,1.000,0.000,0.115,-0.244,35.448,1.830,-2.350,1.114,291.666,359.660,0.800,87.555,"Curva 2: Larga, non frenare.",12.16
631.88,-34.240,0.028,-75.333,-32.986,0.036,12.980,0.000,1.000,0.000,-0.125,-0.193,35.447,-11.765,3.125,-0.054,291.689,359.634,358.734,88.257,"Curva 2: Larga, non frenare.",12.18
631.90,-34.896,0.028,-75.064,-32.971,-0.028,13.077,0.000,1.000,0.000,-0.029,-0.245,35.468,4.810,-3.211,1.085,291.681,359.650,359.963,88.956,"Curva 2: Larga, non frenare.",12.20
631.92,-35.552,0.028,-74.793,-32.932,0.004,13.185,0.000,1.000,0.000,0.127,-0.217,35.472,5.740,1.460,0.184,291.607,359.648,1.224,89.654,"Curva 2: Larga, non frenare.",12.22
631.94,-36.216,0.028,-74.545,-33.010,0.017,12.983,0.000,1.000,0.000,-0.072,-0.207,35.471,-10.825,0.536,-0.073,291.590,359.640,359.231,90.356,"Curva 2: Larga, non frenare.",12.24
631.96,-36.877,0.028,-74.286,-33.043,-0.034,12.965,0.000,1.000,0.000,-0.119,-0.246,35.494,-1.389,-2.603,1.177,291.620,359.661,359.239,91.057,"Curva 2: Larga, non frenare.",12.26
631.98,-37.532,0.028,-74.010,-32.954,0.036,13.184,0.000,1.000,0.000,0.120,-0.193,35.493,11.869,3.249,-0.056,291.603,359.635,1.306,91.756,"Curva 2: Larga, non frenare.",12.28
632.00,-38.195,0.028,-73.756,-33.011,-0.026,13.094,0.000,1.000,0.000,0.013,-0.243,35.513,-5.216,-3.107,0.985,291.614,359.649,359.981,92.458,"Curva 2: Larga, non frenare.",12.30
632.02,-38.859,0.028,-73.503,-33.055,0.001,12.996,0.000,1.000,0.000,-0.133,-0.220,35.517,-5.372,1.222,0.205,291.685,359.649,358.776,93.162,"Curva 2: Larga, non frenare.",12.32
632.04,-39.514,0.028,-73.227,-32.965,0.021,13.209,0.000,1.000,0.000,0.084,-0.204,35.513,11.529,0.827,-0.208,291.695,359.639,0.842,93.861,"Curva 2: Larga, non frenare.",12.34
632.06,-40.173,0.027,-72.963,-32.985,-0.037,13.225,0.000,1.000,0.000,0.116,-0.248,35.536,0.357,-2.911,1.186,291.656,359.663,0.691,94.563,"Curva 2: Larga, non frenare.",12.36
632.08,-40.840,0.028,-72.715,-33.071,0.035,13.005,0.000,1.000,0.000,-0.118,-0.193,35.535,-11.900,3.321,-0.060,291.664,359.637,358.654,95.267,"Curva 2: Larga, non frenare.",12.38
632.10,-41.497,0.028,-72.444,-33.043,-0.021,13.122,-0.187,1.000,0.000,0.008,-0.239,35.552,5.975,-2.814,0.853,291.646,359.648,0.113,95.968,"Curva 2: Larga, non frenare.",12.40
632.12,-42.155,0.028,-72.173,-33.012,-0.004,13.214,-0.187,1.000,0.000,0.141,-0.224,35.558,4.821,0.765,0.271,291.580,359.651,1.204,96.670,"Curva 2: Larga, non frenare.",12.42
632.14,-42.822,0.028,-71.926,-33.097,0.026,12.981,-1.000,1.000,0.000,-0.099,-0.200,35.551,-12.386,1.284,-0.331,291.580,359.638,359.056,97.376,"Curva 2: Larga, non frenare.",12.44
632.16,-43.483,0.027,-71.664,-33.121,-0.041,12.986,-1.000,1.000,0.000,-0.103,-0.250,35.575,-0.165,-3.330,1.218,291.580,359.664,359.363,98.079,"Curva 2: Larga, non frenare.",12.46
632.18,-44.140,0.028,-71.390,-33.074,0.035,13.107,-1.000,1.000,0.000,0.097,-0.191,35.576,6.557,3.624,0.017,291.456,359.640,1.158,98.781,"Curva 2: Larga, non frenare.",12.48
632.20,-44.806,0.028,-71.139,-33.152,-0.007,12.934,-1.000,1.000,0.000,0.003,-0.228,35.585,-9.484,-2.114,0.486,291.310,359.644,359.736,99.487,"Curva 2: Larga, non frenare.",12.50
632.22,-45.473,0.028,-70.892,-33.268,-0.007,12.639,-1.000,1.000,0.000,-0.150,-0.231,35.586,-15.832,-0.423,0.087,291.054,359.646,358.468,100.193,"Curva 2: Larga, non frenare.",12.52
632.24,-46.134,0.028,-70.626,-33.310,0.037,12.514,-1.000,1.000,0.000,0.048,-0.194,35.582,-6.563,2.220,-0.194,290.512,359.629,0.261,100.897,"Curva 2: Larga, non frenare.",12.54
632.26,-46.800,0.029,-70.375,-33.393,0.012,12.268,-1.000,1.000,0.000,0.142,-0.211,35.574,-12.981,-1.147,-0.294,289.942,359.643,0.474,101.603,"Curva 2: Larga, non frenare.",12.56
632.28,-47.474,0.029,-70.151,-33.567,0.021,11.681,-1.000,1.000,0.000,-0.144,-0.206,35.541,-30.611,-0.448,-1.536,289.428,359.642,358.282,102.311,"Curva 2: Larga, non frenare.",12.58
632.30,-48.144,0.029,-69.910,-33.651,0.059,11.537,-1.000,1.000,0.000,0.007,-0.230,35.573,-8.156,1.753,1.633,288.918,359.535,359.226,103.019,"Curva 2: Larga, non frenare.",12.60
632.32,-48.814,0.031,-69.667,-33.700,0.109,11.394,-1.000,1.000,0.000,0.182,-0.230,35.574,-7.537,2.662,0.120,288.382,359.460,1.006,103.726,"Curva 2: Larga, non frenare.",12.62
632.34,-49.493,0.031,-69.459,-33.862,-0.037,10.815,-1.000,1.000,0.000,-0.126,-0.327,35.545,-29.917,-7.855,-1.287,287.926,359.536,358.941,104.435,"Curva 2: Larga, non frenare.",12.64
632.36,-50.170,0.029,-69.248,-33.914,-0.170,10.466,-1.000,1.000,0.000,-0.208,-0.352,35.491,-17.256,-7.027,-2.785,287.500,359.714,358.662,105.142,"Curva 2: Larga, non frenare.",12.66
632.38,-50.843,0.029,-69.022,-33.937,-0.017,10.378,-1.000,1.000,0.000,0.022,-0.184,35.488,-4.388,7.699,-0.148,286.964,359.731,0.978,105.850,"Curva 2: Larga, non frenare.",12.68
632.40,-51.524,0.027,-68.825,-34.029,-0.079,9.965,-1.000,1.000,0.000,-0.023,-0.226,35.457,-21.103,-3.151,-1.433,286.361,359.764,359.837,106.558,"Curva 2: Larga, non frenare.",12.70
632.42,-52.210,0.027,-68.643,-34.184,-0.026,9.410,-1.000,1.000,0.000,-0.221,-0.209,35.454,-28.904,1.611,-0.075,285.760,359.718,357.935,107.267,"Curva 2: Larga, non frenare.",12.72
632.44,-52.891,0.027,-68.442,-34.246,0.138,9.246,-1.000,1.000,0.000,-0.004,-0.156,35.473,-8.734,8.188,0.952,285.117,359.524,359.775,107.977,"Curva 2: Larga, non frenare.",12.74
632.46,-53.575,0.030,-68.251,-34.332,0.139,8.951,-1.000,1.000,0.000,0.081,-0.210,35.479,-15.374,0.238,0.449,284.477,359.438,0.709,108.686,"Curva 2: Larga, non frenare.",12.76
632.48,-54.268,0.031,-68.095,-34.505,0.056,8.290,-1.000,1.000,0.000,-0.281,-0.284,35.485,-34.052,-5.110,0.379,283.975,359.464,358.430,109.396,"Curva 2: Larga, non frenare.",12.78
632.50,-54.957,0.031,-67.926,-34.525,0.023,8.146,-1.000,1.000,0.000,-0.173,-0.310,35.471,-7.174,-1.804,-0.743,283.566,359.469,358.872,110.105,"Curva 2: Larga, non frenare.",12.80
632.52,-55.643,0.033,-67.746,-34.560,0.058,8.116,-1.000,1.000,0.000,0.057,-0.268,35.499,-1.846,1.802,1.403,283.115,359.476,1.228,110.815,"Curva 2: Larga, non frenare.",12.82
632.54,-56.337,0.032,-67.596,-34.656,-0.045,7.654,-1.000,1.000,0.000,-0.123,-0.345,35.489,-23.553,-5.118,-0.440,282.652,359.516,0.100,111.524,"Curva 2: Larga, non frenare.",12.84
632.56,-57.032,0.031,-67.455,-34.706,-0.099,7.404,-1.000,1.000,0.000,-0.184,-0.362,35.485,-12.711,-3.054,-0.246,282.355,359.585,358.475,112.233,"Curva 2: Larga, non frenare.",12.86
632.58,-57.725,0.029,-67.297,-34.746,-0.061,7.328,-1.000,1.000,0.000,0.003,-0.325,35.509,-4.111,1.899,1.173,281.907,359.573,359.749,112.943,"Curva 2: Larga, non frenare.",12.88
632.60,-58.416,0.029,-67.143,-34.666,-0.039,7.197,-1.000,1.000,0.000,0.109,-0.278,35.404,-5.619,1.213,-5.214,281.545,359.616,0.955,113.651,"Curva 2: Larga, non frenare.",12.90
632.62,-59.113,0.028,-67.020,-34.792,-0.051,6.683,-1.000,1.000,0.000,-0.209,-0.271,35.427,-26.430,-1.168,1.199,281.221,359.653,358.761,114.358,"Curva 2: Larga, non frenare.",12.92
632.64,-59.808,0.027,-66.885,-34.823,-0.109,6.499,-1.000,1.000,0.000,-0.189,-0.286,35.423,-9.268,-3.038,-0.230,280.883,359.719,359.177,115.065,"Curva 2: Larga, non frenare.",12.94
632.66,-60.503,0.027,-66.742,-34.866,0.031,6.379,-1.000,1.000,0.000,0.018,-0.165,35.445,-6.168,7.075,1.075,280.335,359.684,0.854,115.774,"Curva 2: Larga, non frenare.",12.96
632.68,-61.203,0.027,-66.628,-34.947,0.021,5.902,-1.000,1.000,0.000,-0.064,-0.189,35.441,-24.219,-0.777,-0.030,279.692,359.661,359.302,116.481,"Curva 2: Larga, non frenare.",12.98
632.70,-61.904,0.027,-66.521,-35.053,0.012,5.393,-0.855,1.000,0.000,-0.184,-0.220,35.464,-25.939,-1.212,1.205,279.053,359.635,358.346,117.187,"Curva 2: Larga, non frenare.",13.00
632.72,-62.603,0.029,-66.396,-35.095,0.107,5.235,-0.855,1.000,0.000,0.068,-0.162,35.483,-8.052,4.818,0.984,278.372,359.567,0.545,117.896,"Curva 2: Larga, non frenare.",13.02
632.74,-63.306,0.029,-66.298,-35.133,0.018,4.807,-0.729,1.000,0.000,0.043,-0.228,35.459,-21.451,-4.429,-1.037,277.722,359.604,0.071,118.602,"Curva 2: Larga, non frenare.",13.04
632.76,-64.010,0.030,-66.220,-35.190,0.004,4.219,-0.729,1.000,0.000,-0.214,-0.229,35.441,-29.503,-1.577,-0.836,277.194,359.633,358.213,119.305,"Curva 2: Larga, non frenare.",13.06
632.78,-64.714,0.030,-66.125,-35.249,0.071,4.087,-0.710,1.000,0.000,-0.048,-0.220,35.484,-6.919,3.248,2.155,276.694,359.532,359.615,120.011,"Curva 2: Larga, non frenare.",13.08
632.80,-65.419,0.031,-66.035,-35.284,0.055,3.925,-0.710,1.000,0.000,0.079,-0.261,35.500,-8.267,-0.667,0.861,276.213,359.492,0.902,120.718,"Curva 2: Larga, non frenare.",13.10
632.82,-66.126,0.031,-65.976,-35.343,-0.043,3.404,-0.700,1.000,0.000,-0.205,-0.331,35.505,-26.131,-5.388,0.276,275.842,359.542,358.864,121.420,"Curva 2: Larga, non frenare.",13.12
632.84,-66.831,0.029,-65.908,-35.332,-0.165,3.211,-0.826,1.000,0.000,-0.214,-0.362,35.475,-9.421,-6.260,-1.545,275.548,359.687,359.167,122.122,"Curva 2: Larga, non frenare.",13.14
632.86,-67.537,0.028,-65.828,-35.354,-0.045,3.197,-1.000,1.000,0.000,-0.001,-0.226,35.498,-0.690,6.037,1.094,275.162,359.708,1.089,122.826,"Curva 2: Larga, non frenare.",13.16
632.88,-68.245,0.027,-65.778,-35.384,-0.066,2.831,-1.000,1.000,0.000,-0.087,-0.238,35.496,-18.359,-1.228,-0.030,274.719,359.724,359.535,123.527,"Curva 2: Larga, non frenare.",13.18
632.90,-68.954,0.026,-65.732,-35.428,-0.033,2.444,-1.000,1.000,0.000,-0.159,-0.225,35.511,-19.512,1.125,0.759,274.213,359.697,358.367,124.228,"Curva 2: Larga, non frenare.",13.20
632.92,-69.662,0.027,-65.667,-35.445,0.075,2.327,-1.000,1.000,0.000,0.075,-0.160,35.521,-5.833,5.444,0.525,273.634,359.622,0.482,124.932,"Curva 2: Larga, non frenare.",13.22
632.94,-70.371,0.027,-65.626,-35.456,0.047,1.899,-1.000,1.000,0.000,0.049,-0.192,35.506,-21.416,-1.382,-0.573,272.986,359.614,0.084,125.632,"Curva 2: Larga, non frenare.",13.24
632.96,-71.080,0.029,-65.608,-35.460,0.059,1.273,-1.000,1.000,0.000,-0.221,-0.190,35.481,-31.249,-0.411,-1.140,272.424,359.610,358.187,126.327,"Curva 2: Larga, non frenare.",13.26
632.98,-71.791,0.030,-65.572,-35.507,0.132,1.114,-1.000,1.000,0.000,-0.040,-0.186,35.524,-8.082,3.602,2.158,271.864,359.488,359.530,127.027,"Curva 2: Larga, non frenare.",13.28
633.00,-72.501,0.032,-65.541,-35.523,0.105,0.897,-1.000,1.000,0.000,0.089,-0.237,35.533,-10.866,-1.213,0.507,271.297,359.450,0.768,127.726,"Curva 2: Larga, non frenare.",13.30
633.02,-73.211,0.032,-65.543,-35.524,-0.029,0.311,-1.000,1.000,0.000,-0.196,-0.326,35.523,-29.174,-7.318,-0.417,270.828,359.527,358.801,128.418,"Curva 2: Larga, non frenare.",13.32
633.04,-73.920,0.030,-65.536,-35.506,-0.181,0.096,-1.000,1.000,0.000,-0.199,-0.372,35.504,-10.608,-7.745,-1.000,270.485,359.696,359.239,129.111,"Curva 2: Larga, non frenare.",13.34
633.06,-74.630,0.029,-65.521,-35.509,-0.076,-0.001,-1.000,1.000,0.000,-0.022,-0.242,35.508,-4.777,5.323,0.133,270.028,359.733,0.952,129.807,"Curva 2: Larga, non frenare.",13.36
633.08,-75.340,0.027,-65.535,-35.490,-0.091,-0.428,-1.000,1.000,0.000,-0.107,-0.249,35.492,-21.368,-0.967,-0.741,269.485,359.747,359.388,130.496,"Curva 2: Larga, non frenare.",13.38
633.10,-76.050,0.026,-65.554,-35.493,-0.060,-0.883,-1.000,1.000,0.000,-0.170,-0.245,35.503,-22.773,0.900,0.613,268.860,359.710,358.346,131.185,"Curva 2: Larga, non frenare.",13.40
633.12,-76.761,0.026,-65.555,-35.498,0.076,-1.050,-1.000,1.000,0.000,0.094,-0.163,35.513,-8.270,6.853,0.577,268.152,359.617,0.488,131.879,"Curva 2: Larga, non frenare.",13.42
633.14,-77.470,0.027,-65.582,-35.458,0.053,-1.499,-1.000,1.000,0.000,0.075,-0.192,35.489,-22.530,-1.093,-1.017,267.457,359.604,0.068,132.566,"Curva 2: Larga, non frenare.",13.44
633.16,-78.178,0.029,-65.632,-35.402,0.067,-2.157,-1.000,1.000,0.000,-0.219,-0.188,35.467,-32.983,-0.378,-1.004,266.877,359.599,358.111,133.246,"Curva 2: Larga, non frenare.",13.46
633.18,-78.888,0.030,-65.665,-35.438,0.151,-2.326,-1.000,1.000,0.000,-0.033,-0.179,35.514,-8.346,4.070,2.366,266.301,359.469,359.505,133.934,"Curva 2: Larga, non frenare.",13.48
633.20,-79.598,0.032,-65.703,-35.437,0.114,-2.549,-1.000,1.000,0.000,0.096,-0.236,35.527,-11.170,-1.666,0.754,265.725,359.437,0.782,134.619,"Curva 2: Larga, non frenare.",13.50
633.22,-80.304,0.032,-65.774,-35.380,-0.033,-3.148,-1.000,1.000,0.000,-0.203,-0.331,35.517,-29.911,-7.996,-0.417,265.255,359.527,358.778,135.295,"Curva 2: Larga, non frenare.",13.52
633.24,-81.011,0.031,-65.838,-35.347,-0.113,-3.355,-1.000,1.000,0.000,-0.207,-0.359,35.504,-10.366,-4.196,-0.746,264.925,359.609,358.798,135.973,"Curva 2: Larga, non frenare.",13.54
633.26,-81.720,0.031,-65.887,-35.367,0.000,-3.379,-1.000,1.000,0.000,-0.006,-0.262,35.527,-0.980,5.624,1.148,264.544,359.577,1.241,136.657,"Curva 2: Larga, non frenare.",13.56
633.28,-82.425,0.028,-65.969,-35.310,-0.155,-3.779,-1.000,1.000,0.000,-0.106,-0.363,35.510,-20.162,-7.844,-0.789,264.066,359.666,359.686,137.330,"Curva 2: Larga, non frenare.",13.58
633.30,-83.129,0.026,-66.057,-35.222,-0.135,-4.176,-1.000,1.000,0.000,-0.160,-0.307,35.467,-20.237,0.342,-2.139,263.514,359.731,358.077,138.001,"Curva 2: Larga, non frenare.",13.60
633.32,-83.835,0.026,-66.123,-35.209,-0.013,-4.290,-1.000,1.000,0.000,0.106,-0.193,35.469,-5.680,6.114,0.090,262.879,359.711,0.469,138.680,"Curva 2: Larga, non frenare.",13.62
633.34,-84.540,0.026,-66.209,-35.167,0.002,-4.621,-1.000,1.000,0.000,0.135,-0.182,35.468,-16.669,0.948,0.123,262.293,359.705,0.624,139.352,"Curva 2: Larga, non frenare.",13.64
633.36,-85.239,0.027,-66.328,-35.039,0.080,-5.328,-1.000,1.000,0.000,-0.243,-0.144,35.441,-36.017,2.576,-1.214,261.755,359.653,357.857,140.014,"Curva 2: Larga, non frenare.",13.66
633.38,-85.943,0.028,-66.427,-35.067,0.168,-5.511,-1.000,1.000,0.000,-0.080,-0.174,35.498,-8.935,4.211,2.842,261.203,359.451,358.937,140.685,"Curva 2: Larga, non frenare.",13.68
633.40,-86.648,0.032,-66.520,-35.068,0.223,-5.632,-1.000,1.000,0.000,0.164,-0.186,35.517,-5.889,2.872,1.046,260.604,359.345,1.293,141.358,"Curva 2: Larga, non frenare.",13.70
633.42,-87.346,0.034,-66.652,-34.922,0.127,-6.297,-1.000,1.000,0.000,-0.203,-0.300,35.483,-33.965,-4.955,-1.544,260.109,359.312,359.736,142.017,"Curva 2: Larga, non frenare.",13.72
633.44,-88.041,0.034,-66.786,-34.848,-0.084,-6.537,-0.603,1.000,0.000,-0.258,-0.415,35.453,-12.257,-10.810,-1.585,259.807,359.475,358.762,142.674,"Curva 2: Larga, non frenare.",13.74
633.46,-88.740,0.033,-66.904,-34.850,-0.091,-6.552,-0.603,1.000,0.000,-0.028,-0.358,35.459,-0.721,-0.317,0.220,259.395,359.569,0.284,143.337,"Curva 2: Larga, non frenare.",13.76
633.48,-89.435,0.031,-67.033,-34.748,-0.188,-6.690,-0.603,1.000,0.000,0.012,-0.358,35.385,-7.788,-4.762,-3.744,259.076,359.725,0.542,143.995,"Curva 2: Larga, non frenare.",13.78
633.50,-90.127,0.028,-67.184,-34.723,-0.147,-7.088,-0.448,1.000,0.000,-0.210,-0.301,35.438,-19.785,1.590,2.675,258.814,359.758,358.709,144.648,"Curva 2: Larga, non frenare.",13.80
633.52,-90.824,0.025,-67.318,-34.736,-0.129,-7.149,-0.448,1.000,0.000,-0.088,-0.288,35.464,-2.884,0.897,1.252,258.513,359.743,359.781,145.308,"Curva 2: Larga, non frenare.",13.82
633.54,-91.522,0.024,-67.451,-34.768,-0.005,-7.168,-0.400,1.000,0.000,0.095,-0.215,35.498,-0.493,6.158,1.756,258.191,359.664,1.046,145.970,"Curva 2: Larga, non frenare.",13.84
633.56,-92.214,0.025,-67.614,-34.683,0.058,-7.613,-0.409,1.000,0.000,-0.140,-0.196,35.508,-22.671,2.710,0.579,257.852,359.595,358.883,146.620,"Curva 2: Larga, non frenare.",13.86
633.58,-92.909,0.026,-67.765,-34.693,0.031,-7.787,-0.409,1.000,0.000,-0.153,-0.229,35.555,-8.414,-1.496,2.346,257.600,359.585,359.162,147.277,"Curva 2: Larga, non frenare.",13.88
633.60,-93.607,0.028,-67.906,-34.719,0.127,-7.739,-0.719,1.000,0.000,0.070,-0.149,35.570,2.759,4.769,0.741,257.317,359.557,1.129,147.938,"Curva 2: Larga, non frenare.",13.90
633.62,-94.298,0.029,-68.074,-34.655,0.039,-8.048,-0.719,1.000,0.000,-0.085,-0.204,35.576,-15.739,-4.507,0.309,257.066,359.609,359.588,4.503,"Curva 3: Lunga, non frenare.",13.92
633.64,-94.988,0.029,-68.245,-34.597,-0.011,-8.328,-1.000,1.000,0.000,-0.231,-0.223,35.584,-14.254,-2.855,0.384,256.846,359.667,358.617,4.752,"Curva 3: Lunga, non frenare.",13.94
633.66,-95.684,0.030,-68.394,-34.613,0.022,-8.287,-1.000,1.000,0.000,0.004,-0.187,35.591,2.196,1.608,0.291,256.525,359.664,0.743,5.073,"Curva 3: Lunga, non frenare.",13.96
633.68,-96.375,0.029,-68.565,-34.549,-0.065,-8.531,-1.000,1.000,0.000,0.012,-0.255,35.586,-12.626,-4.297,-0.208,256.109,359.695,0.247,5.483,"Curva 3: Lunga, non frenare.",13.98
633.70,-97.061,0.028,-68.753,-34.419,-0.029,-8.965,-1.000,1.000,0.000,-0.187,-0.237,35.566,-22.655,1.154,-0.904,255.713,359.674,358.313,5.962,"Curva 3: Lunga, non frenare.",14.00
633.72,-97.753,0.027,-68.921,-34.398,-0.036,-9.112,-1.000,1.000,0.000,-0.055,-0.252,35.584,-7.405,-0.354,0.844,255.252,359.652,359.922,6.473,"Curva 3: Lunga, non frenare.",14.02
633.74,-98.442,0.027,-69.099,-34.320,0.013,-9.370,-1.000,1.000,0.000,0.050,-0.217,35.576,-13.440,2.587,-0.310,254.644,359.630,0.659,7.023,"Curva 3: Lunga, non frenare.",14.04
633.76,-99.122,0.028,-69.306,-34.115,0.032,-9.952,-1.000,1.000,0.000,-0.192,-0.208,35.536,-30.791,0.144,-1.872,254.055,359.622,358.492,7.615,"Curva 3: Lunga, non frenare.",14.06
633.78,-99.807,0.027,-69.499,-34.095,-0.028,-10.153,-1.000,1.000,0.000,-0.114,-0.250,35.573,-9.898,-3.104,1.845,253.604,359.644,359.508,8.219,"Curva 3: Lunga, non frenare.",14.08
633.80,-100.492,0.028,-69.694,-34.042,0.052,-10.334,-1.000,1.000,0.000,0.028,-0.180,35.575,-9.375,4.154,0.129,253.065,359.626,0.800,8.840,"Curva 3: Lunga, non frenare.",14.10
633.82,-101.166,0.029,-69.918,-33.845,0.021,-10.854,-1.000,1.000,0.000,-0.180,-0.206,35.542,-27.744,-2.062,-1.577,252.515,359.638,358.900,9.485,"Curva 3: Lunga, non frenare.",14.12
633.84,-101.842,0.028,-70.137,-33.757,-0.044,-11.198,-1.000,1.000,0.000,-0.203,-0.254,35.564,-17.607,-3.613,1.103,251.984,359.667,358.883,10.137,"Curva 3: Lunga, non frenare.",14.14
633.86,-102.522,0.029,-70.348,-33.715,0.061,-11.344,-1.000,1.000,0.000,0.024,-0.174,35.571,-7.535,5.357,0.352,251.361,359.621,0.737,10.794,"Curva 3: Lunga, non frenare.",14.16
633.88,-103.192,0.029,-70.585,-33.531,-0.012,-11.772,-1.000,1.000,0.000,-0.046,-0.235,35.536,-23.215,-3.829,-1.645,250.733,359.641,359.580,11.465,"Curva 3: Lunga, non frenare.",14.18
633.90,-103.858,0.028,-70.834,-33.353,-0.031,-12.273,-1.000,1.000,0.000,-0.227,-0.254,35.538,-26.536,-1.746,0.132,250.176,359.651,358.315,12.144,"Curva 3: Lunga, non frenare.",14.20
633.92,-104.531,0.029,-71.065,-33.325,0.029,-12.425,-1.000,1.000,0.000,-0.024,-0.213,35.565,-7.623,3.038,1.352,249.589,359.611,0.391,12.822,"Curva 3: Lunga, non frenare.",14.22
633.94,-105.197,0.028,-71.315,-33.195,-0.020,-12.720,-1.000,1.000,0.000,0.020,-0.248,35.548,-16.100,-2.335,-0.766,248.999,359.633,0.412,13.508,"Curva 3: Lunga, non frenare.",14.24
633.96,-105.852,0.029,-71.588,-32.952,0.002,-13.263,-1.000,1.000,0.000,-0.233,-0.231,35.520,-29.713,0.197,-1.329,248.464,359.637,358.231,14.200,"Curva 3: Lunga, non frenare.",14.26
633.98,-106.516,0.029,-71.847,-32.941,0.058,-13.425,-1.000,1.000,0.000,-0.057,-0.236,35.571,-7.781,2.676,2.529,247.923,359.528,359.286,14.893,"Curva 3: Lunga, non frenare.",14.28
634.00,-107.181,0.030,-72.103,-32.899,0.110,-13.568,-1.000,1.000,0.000,0.141,-0.231,35.586,-7.327,2.733,0.851,247.354,359.456,1.034,15.588,"Curva 3: Lunga, non frenare.",14.30
634.02,-107.829,0.030,-72.394,-32.650,-0.024,-14.123,-1.000,1.000,0.000,-0.154,-0.320,35.572,-30.305,-7.279,-0.580,246.866,359.528,358.875,16.288,"Curva 3: Lunga, non frenare.",14.32
634.04,-108.479,0.029,-72.680,-32.463,-0.163,-14.426,-1.000,1.000,0.000,-0.218,-0.349,35.522,-17.431,-7.356,-2.538,246.406,359.708,358.662,16.987,"Curva 3: Lunga, non frenare.",14.34
634.06,-109.135,0.029,-72.952,-32.426,-0.005,-14.507,-1.000,1.000,0.000,0.032,-0.176,35.523,-4.329,7.996,-0.021,245.840,359.726,1.031,17.686,"Curva 3: Lunga, non frenare.",14.36
