PosX,PosY,PosZ,VelX,VelY,VelZ,Steering,Throttle,Brake,LocalVelX,LocalVelY,LocalVelZ,AccLat,AccLong,AccVert,Yaw,Pitch,Roll,DistFromIdeal,Curva,LapTime
-36.94,1.379,-211.117,33.734,2.957,-1.781,-0.158,1.0,0.0,-0.599,-0.341,33.903,-13.788,-10.936,5.363,94.057,354.454,358.177,148.935,"Curva 4: Stretta, frenare.",25.9
-36.265,1.438,-211.17,33.796,2.924,-1.937,0.0,1.0,0.0,-0.344,-0.301,33.975,7.561,-2.014,3.471,93.861,354.554,0.22,149.607,"Curva 4: Stretta, frenare.",25.92
-35.591,1.493,-211.218,33.782,2.683,-2.021,0.0,1.0,0.0,-0.14,-0.434,33.946,4.014,-12.013,-1.52,93.647,354.729,1.137,150.277,"Curva 4: Stretta, frenare.",25.94
-34.914,1.547,-211.242,33.811,2.727,-1.912,0.0,1.0,0.0,-0.18,-0.409,33.972,-5.593,1.942,1.28,93.556,354.713,358.783,150.946,"Curva 4: Stretta, frenare.",25.96
-34.241,1.599,-211.281,33.665,2.582,-1.957,0.0,1.0,0.0,-0.045,-0.498,33.817,2.85,-6.496,-7.763,93.425,354.781,358.538,151.613,"Curva 4: Stretta, frenare.",25.98
-33.568,1.654,-211.34,33.693,2.794,-2.048,-0.419,1.0,0.0,0.16,-0.366,33.869,4.69,10.297,2.633,93.195,354.656,1.194,152.286,"Curva 4: Stretta, frenare.",26.0
-32.896,1.71,-211.372,33.54,2.809,-1.894,-0.419,1.0,0.0,0.039,-0.371,33.708,-7.283,1.537,-7.995,93.163,354.589,0.104,152.951,"Curva 4: Stretta, frenare.",26.02
-32.225,1.77,-211.392,33.451,3.074,-1.709,-0.419,1.0,0.0,-0.102,-0.23,33.635,-9.46,13.319,-3.585,93.113,354.371,357.888,153.613,"Curva 4: Stretta, frenare.",26.04
-31.554,1.831,-211.449,33.478,3.203,-1.995,-0.419,1.0,0.0,0.18,-0.284,33.688,14.256,6.096,2.75,93.1,354.064,0.495,154.283,"Curva 4: Stretta, frenare.",26.06
-30.881,1.895,-211.493,33.563,3.296,-2.057,-0.535,1.0,0.0,0.237,-0.339,33.785,2.936,4.11,4.904,93.094,353.834,1.018,154.952,"Curva 4: Stretta, frenare.",26.08
-30.207,1.965,-211.504,33.597,3.518,-1.566,-0.661,1.0,0.0,-0.241,-0.187,33.816,-25.053,9.945,1.576,93.092,353.729,357.676,155.615,"Curva 4: Stretta, frenare.",26.1
-29.533,2.037,-211.539,33.679,3.63,-1.556,-0.661,1.0,0.0,-0.154,-0.145,33.909,-0.857,5.124,4.683,92.915,353.618,358.189,156.284,"Curva 4: Stretta, frenare.",26.12
-28.859,2.112,-211.6,33.699,3.84,-1.726,-0.806,1.0,0.0,0.237,-0.037,33.96,8.778,9.994,2.561,92.528,353.457,1.821,156.957,"Curva 4: Stretta, frenare.",26.14
-28.183,2.186,-211.62,33.729,3.786,-1.228,-0.68,1.0,0.0,-0.039,-0.232,33.962,-24.994,-2.508,0.224,92.147,353.207,0.567,157.626,"Curva 4: Stretta, frenare.",26.16
-27.507,2.258,-211.624,33.695,3.687,-0.975,-0.68,1.0,0.0,-0.134,-0.43,33.907,-12.373,-5.121,-2.7,91.913,353.041,357.858,158.29,"Curva 4: Stretta, frenare.",26.18
-26.832,2.329,-211.651,33.674,3.611,-0.99,-0.68,1.0,0.0,0.105,-0.602,33.876,0.885,-3.634,-1.491,91.534,352.86,358.452,158.958,"Curva 4: Stretta, frenare.",26.2
-26.161,2.404,-211.69,33.617,3.738,-0.968,-0.68,1.0,0.0,0.243,-0.482,33.834,-0.914,6.708,-2.071,91.219,352.849,1.147,159.626,"Curva 4: Stretta, frenare.",26.22
-25.49,2.478,-211.695,33.575,3.677,-0.472,-0.254,1.0,0.0,-0.172,-0.44,33.776,-24.785,-2.569,-2.922,91.093,353.003,0.412,160.286,"Curva 4: Stretta, frenare.",26.24
-24.818,2.552,-211.69,33.71,3.531,-0.271,0.0,1.0,0.0,-0.431,-0.386,33.891,-10.046,-8.163,5.683,91.204,353.381,358.958,160.945,"Curva 4: Stretta, frenare.",26.26
-24.147,2.623,-211.7,33.773,3.315,-0.446,0.0,1.0,0.0,-0.246,-0.273,33.936,8.883,-10.95,2.137,91.182,353.94,359.091,161.607,"Curva 4: Stretta, frenare.",26.28
-23.475,2.69,-211.722,33.877,3.087,-0.627,0.0,1.0,0.0,0.053,-0.088,34.023,8.905,-11.892,4.255,90.971,354.647,0.239,162.272,"Curva 4: Stretta, frenare.",26.3
-22.801,2.752,-211.737,33.95,2.763,-0.569,0.0,1.0,0.0,0.101,0.04,34.067,-3.143,-16.391,2.321,90.791,355.417,0.631,162.937,"Curva 4: Stretta, frenare.",26.32
-22.124,2.804,-211.74,34.024,2.454,-0.445,0.0,1.0,0.0,0.009,-0.003,34.116,-6.125,-15.75,2.52,90.734,355.87,359.589,163.604,"Curva 4: Stretta, frenare.",26.34
-21.443,2.849,-211.743,34.064,2.204,-0.424,0.0,1.0,0.0,-0.042,-0.204,34.138,-0.808,-12.602,1.094,90.792,355.957,358.771,164.274,"Curva 4: Stretta, frenare.",26.36
-20.765,2.893,-211.763,33.824,2.282,-0.427,0.0,1.0,0.0,0.008,-0.235,33.903,0.31,4.778,-11.694,90.705,355.744,0.501,164.945,"Curva 4: Stretta, frenare.",26.38
-20.091,2.936,-211.774,33.547,2.326,-0.394,0.0,1.0,0.0,0.003,-0.418,33.627,-1.439,3.338,-13.636,90.656,355.323,0.894,165.61,"Curva 4: Stretta, frenare.",26.4
-19.416,2.985,-211.765,33.565,2.618,-0.219,0.0,1.0,0.0,-0.103,-0.425,33.665,-9.063,14.247,2.137,90.565,354.821,358.751,166.273,"Curva 4: Stretta, frenare.",26.42
-18.743,3.037,-211.779,33.569,2.778,-0.345,0.0,1.0,0.0,0.039,-0.454,33.682,6.28,7.978,1.005,90.526,354.497,359.773,166.938,"Curva 4: Stretta, frenare.",26.44
-18.069,3.097,-211.798,33.658,3.012,-0.501,-0.225,1.0,0.0,0.197,-0.295,33.794,8.017,11.035,5.623,90.508,354.395,1.253,167.605,"Curva 4: Stretta, frenare.",26.46
-17.394,3.16,-211.788,33.785,3.097,-0.199,-0.332,1.0,0.0,-0.17,-0.155,33.926,-15.253,3.375,6.569,90.629,354.507,359.082,168.268,"Curva 4: Stretta, frenare.",26.48
-16.716,3.223,-211.788,33.955,3.059,-0.177,-0.332,1.0,0.0,-0.276,-0.093,34.092,-1.127,-2.695,8.3,90.769,354.706,358.785,168.936,"Curva 4: Stretta, frenare.",26.5
-16.037,3.284,-211.814,34.046,3.002,-0.505,-0.332,1.0,0.0,0.123,-0.045,34.181,16.263,-3.572,4.437,90.641,354.891,1.088,169.61,"Curva 4: Stretta, frenare.",26.52
-15.356,3.341,-211.826,34.099,2.773,-0.469,-0.332,1.0,0.0,0.166,-0.161,34.214,-2.086,-11.562,1.643,90.502,355.087,1.263,170.282,"Curva 4: Stretta, frenare.",26.54
-14.675,3.396,-211.817,34.138,2.654,-0.281,-0.099,1.0,0.0,-0.057,-0.177,34.242,-9.328,-6.241,1.365,90.572,355.26,359.114,170.952,"Curva 4: Stretta, frenare.",26.56
-13.996,3.444,-211.82,34.015,2.327,-0.295,-0.032,1.0,0.0,-0.037,-0.385,34.093,1.153,-15.78,-7.427,90.574,355.442,358.676,171.622,"Curva 4: Stretta, frenare.",26.58
-13.315,3.489,-211.844,34.022,2.261,-0.405,-0.032,1.0,0.0,0.127,-0.449,34.096,5.43,-3.399,0.12,90.455,355.447,0.955,172.296,"Curva 4: Stretta, frenare.",26.6
-12.638,3.53,-211.853,33.9,2.013,-0.293,-0.051,1.0,0.0,0.076,-0.616,33.956,-5.817,-11.776,-7.041,90.344,355.565,1.312,172.965,"Curva 4: Stretta, frenare.",26.62
-11.962,3.57,-211.847,33.922,1.879,-0.155,-0.719,1.0,0.0,-0.067,-0.545,33.97,-6.898,-6.781,0.554,90.376,355.912,359.916,173.63,"Curva 4: Stretta, frenare.",26.64
-11.288,3.61,-211.843,33.905,1.71,-0.163,-0.719,1.0,0.0,-0.078,-0.35,33.947,0.537,-8.368,-1.335,90.418,356.525,358.955,174.294,"Curva 4: Stretta, frenare.",26.66
-10.614,3.648,-211.856,33.996,1.593,-0.325,-0.719,1.0,0.0,0.129,-0.009,34.034,8.126,-6.015,4.284,90.331,357.301,359.77,174.961,"Curva 4: Stretta, frenare.",26.68
-9.935,3.678,-211.869,34.133,1.221,-0.336,-0.719,1.0,0.0,0.207,0.003,34.156,0.284,-18.849,6.202,90.217,357.962,0.7,175.632,"Curva 4: Stretta, frenare.",26.7
-9.255,3.699,-211.87,34.131,0.902,-0.223,-0.961,1.0,0.0,0.075,-0.14,34.143,-5.741,-15.907,-0.635,90.247,358.252,0.196,176.303,"Curva 4: Stretta, frenare.",26.72
-8.573,3.713,-211.867,34.104,0.674,-0.168,-0.961,1.0,0.0,-0.049,-0.32,34.11,-2.585,-11.371,-1.652,90.371,358.33,359.351,176.975,"Curva 4: Stretta, frenare.",26.74
-7.895,3.724,-211.868,33.956,0.478,-0.027,-1.0,1.0,0.0,-0.136,-0.406,33.957,-6.903,-9.708,-7.704,90.283,358.511,359.299,177.643,"Curva 4: Stretta, frenare.",26.76
-7.218,3.735,-211.876,33.957,0.428,0.009,-1.0,1.0,0.0,-0.059,-0.238,33.959,-1.812,-2.496,0.012,90.082,358.876,0.29,178.312,"Curva 4: Stretta, frenare.",26.78
-6.542,3.748,-211.875,34.02,0.367,0.148,-1.0,1.0,0.0,-0.037,0.084,34.022,-6.965,-3.015,3.115,89.813,359.523,0.264,178.978,"Curva 4: Stretta, frenare.",26.8
-5.862,3.757,-211.863,34.185,0.231,0.3,-1.0,1.0,0.0,-0.123,0.244,34.186,-7.452,-6.923,8.318,89.697,0.024,359.174,179.647,"Curva 4: Stretta, frenare.",26.82
-5.177,3.757,-211.861,34.281,-0.067,0.389,-1.0,1.0,0.0,-0.09,0.043,34.283,-4.337,-14.879,4.864,89.501,0.184,359.84,180.322,"Curva 4: Stretta, frenare.",26.84
-4.492,3.752,-211.857,34.226,-0.239,0.53,-1.0,1.0,0.0,-0.021,-0.197,34.23,-7.141,-8.568,-2.621,89.147,0.069,0.316,180.997,"Curva 4: Stretta, frenare.",26.86
-3.807,3.743,-211.84,34.17,-0.307,0.812,-1.0,1.0,0.0,0.036,-0.416,34.178,-14.145,-3.575,-2.472,88.585,359.818,359.387,181.67,"Curva 4: Stretta, frenare.",26.88
-3.123,3.736,-211.822,34.138,-0.269,1.105,-1.0,1.0,0.0,0.159,-0.518,34.153,-14.712,1.69,-1.036,87.892,359.579,359.158,182.342,"Curva 4: Stretta, frenare.",26.9
-2.438,3.733,-211.804,34.139,-0.096,1.46,-1.0,1.0,0.0,0.227,-0.441,34.167,-17.763,8.607,1.029,87.171,359.422,359.902,183.014,"Curva 4: Stretta, frenare.",26.92
-1.755,3.733,-211.765,34.148,0.036,2.022,-1.0,1.0,0.0,0.014,-0.322,34.207,-28.091,6.296,2.179,86.594,359.4,359.402,183.682,"Curva 4: Stretta, frenare.",26.94
-1.072,3.736,-211.712,34.181,0.121,2.641,-1.0,1.0,0.0,-0.366,-0.206,34.281,-30.85,3.583,3.733,86.2,359.466,358.812,184.347,"Curva 4: Stretta, frenare.",26.96
-0.386,3.74,-211.664,34.258,0.187,2.94,-1.0,1.0,0.0,-0.431,-0.097,34.381,-14.62,3.271,4.934,85.814,359.527,0.024,185.016,"Curva 4: Stretta, frenare.",26.98
0.3,3.744,-211.606,34.304,0.128,3.173,-1.0,1.0,0.0,-0.36,-0.107,34.449,-11.43,-2.919,3.238,85.314,359.607,0.228,185.684,"Curva 4: Stretta, frenare.",27.0
0.985,3.745,-211.534,34.296,0.041,3.505,-1.0,1.0,0.0,-0.351,-0.164,34.473,-16.512,-4.616,1.118,84.752,359.668,359.142,186.349,"Curva 4: Stretta, frenare.",27.02
1.672,3.744,-211.471,34.334,-0.057,3.624,-1.0,1.0,0.0,-0.136,-0.242,34.523,-5.723,-4.948,2.436,84.201,359.694,359.795,187.018,"Curva 4: Stretta, frenare.",27.04
2.359,3.742,-211.402,34.318,-0.083,3.815,-1.0,1.0,0.0,0.022,-0.274,34.528,-9.57,-1.235,0.269,83.618,359.683,0.251,187.686,"Curva 4: Stretta, frenare.",27.06
3.044,3.74,-211.316,34.246,-0.094,4.203,-1.0,1.0,0.0,-0.03,-0.295,34.502,-19.662,-0.832,-1.239,83.06,359.668,359.181,188.349,"Curva 4: Stretta, frenare.",27.08
3.729,3.739,-211.229,34.21,-0.083,4.586,-1.0,1.0,0.0,-0.096,-0.297,34.515,-19.263,0.258,0.716,82.531,359.647,359.115,189.012,"Curva 4: Stretta, frenare.",27.1
4.415,3.738,-211.143,34.18,0.022,4.872,-1.0,1.0,0.0,-0.054,-0.221,34.524,-14.355,5.277,0.525,81.975,359.596,0.18,189.676,"Curva 4: Stretta, frenare.",27.12
5.097,3.739,-211.037,34.107,0.038,5.308,-1.0,1.0,0.0,-0.168,-0.212,34.516,-22.105,0.643,-0.355,81.435,359.587,359.596,190.334,"Curva 4: Stretta, frenare.",27.14
5.778,3.74,-210.922,34.044,0.045,5.779,-1.0,1.0,0.0,-0.332,-0.208,34.529,-23.75,-0.137,0.633,80.923,359.591,358.861,190.989,"Curva 4: Stretta, frenare.",27.16
6.461,3.741,-210.815,34.057,0.073,5.953,-1.0,1.0,0.0,-0.176,-0.183,34.572,-8.449,1.439,2.085,80.375,359.575,0.184,191.648,"Curva 4: Stretta, frenare.",27.18
7.142,3.742,-210.695,34.018,0.032,6.238,-1.0,1.0,0.0,-0.113,-0.212,34.585,-14.385,-2.038,0.618,79.795,359.596,0.093,192.304,"Curva 4: Stretta, frenare.",27.2
7.82,3.743,-210.558,33.929,0.008,6.677,-1.0,1.0,0.0,-0.232,-0.227,34.578,-22.35,-1.691,-0.297,79.259,359.619,358.788,192.953,"Curva 4: Stretta, frenare.",27.22
8.501,3.742,-210.432,33.947,-0.029,6.836,-1.0,1.0,0.0,-0.078,-0.249,34.628,-7.622,-1.868,2.433,78.745,359.637,359.882,193.608,"Curva 4: Stretta, frenare.",27.24
9.18,3.742,-210.298,33.908,-0.027,7.091,-1.0,1.0,0.0,0.0,-0.237,34.64,-12.896,0.155,0.666,78.185,359.653,0.301,194.261,"Curva 4: Stretta, frenare.",27.26
9.855,3.741,-210.143,33.787,-0.029,7.554,-1.0,1.0,0.0,-0.147,-0.229,34.62,-23.894,-0.559,-0.925,77.648,359.674,358.874,194.906,"Curva 4: Stretta, frenare.",27.28
10.532,3.741,-209.993,33.769,-0.048,7.824,-1.0,1.0,0.0,-0.14,-0.238,34.662,-13.33,-1.096,2.085,77.191,359.688,359.407,195.554,"Curva 4: Stretta, frenare.",27.3
11.209,3.741,-209.843,33.732,0.016,8.052,-1.0,1.0,0.0,-0.043,-0.19,34.679,-11.494,3.256,0.846,76.644,359.66,0.382,196.203,"Curva 4: Stretta, frenare.",27.32
11.88,3.74,-209.669,33.609,-0.05,8.493,-1.0,1.0,0.0,-0.153,-0.228,34.664,-22.812,-3.708,-0.68,76.079,359.71,358.974,196.843,"Curva 4: Stretta, frenare.",27.34
12.55,3.737,-209.496,33.538,-0.237,8.874,-1.0,1.0,0.0,-0.201,-0.278,34.692,-19.167,-9.731,1.347,75.52,359.939,358.87,197.482,"Curva 4: Stretta, frenare.",27.36
13.222,3.734,-209.329,33.53,-0.287,9.022,-1.0,1.0,0.0,-0.003,-0.153,34.723,-7.245,-2.47,1.515,74.945,0.222,0.163,198.125,"Curva 4: Stretta, frenare.",27.38
13.889,3.728,-209.144,33.439,-0.46,9.324,-1.0,1.0,0.0,-0.021,-0.069,34.718,-15.73,-8.713,-0.227,74.455,0.646,359.687,198.76,"Curva 4: Stretta, frenare.",27.4
14.554,3.72,-208.947,33.401,-0.545,9.659,-1.0,1.0,0.0,-0.162,0.024,34.774,-16.491,-4.633,2.84,74.137,0.944,358.512,199.391,"Curva 4: Stretta, frenare.",27.42
15.224,3.707,-208.762,33.378,-0.667,9.775,-1.0,1.0,0.0,-0.035,-0.059,34.786,-5.878,-6.152,0.607,73.736,1.003,359.679,200.031,"Curva 4: Stretta, frenare.",27.44
15.892,3.691,-208.568,33.303,-0.769,10.01,-1.0,1.0,0.0,0.066,-0.213,34.782,-12.331,-5.128,-0.113,73.163,0.917,359.827,200.667,"Curva 4: Stretta, frenare.",27.46
16.555,3.674,-208.357,33.14,-0.803,10.404,-1.0,0.812,0.0,0.067,-0.322,34.742,-21.181,-2.31,-1.806,72.475,0.79,358.435,201.296,"Curva 4: Stretta, frenare.",27.48
17.22,3.657,-208.153,33.077,-0.799,10.641,-1.0,0.812,0.0,0.197,-0.361,34.753,-12.251,0.02,0.709,71.852,0.716,359.012,201.928,"Curva 4: Stretta, frenare.",27.5
17.881,3.643,-207.94,32.957,-0.696,10.998,-1.0,0.812,0.0,0.167,-0.263,34.749,-18.86,4.963,-0.053,71.275,0.712,359.466,202.557,"Curva 4: Stretta, frenare.",27.52
18.535,3.631,-207.707,32.751,-0.626,11.53,-1.0,0.725,0.0,-0.132,-0.192,34.726,-28.583,2.674,-1.034,70.832,0.723,358.412,203.175,"Curva 4: Stretta, frenare.",27.54
19.189,3.62,-207.471,32.605,-0.545,11.968,-1.0,0.62,0.0,-0.349,-0.16,34.734,-23.185,3.446,0.426,70.427,0.651,358.485,203.794,"Curva 4: Stretta, frenare.",27.56
19.844,3.61,-207.239,32.505,-0.406,12.176,-1.0,0.62,0.0,-0.238,-0.126,34.712,-11.54,6.907,-1.163,69.859,0.465,359.657,204.416,"Curva 4: Stretta, frenare.",27.58
20.492,3.6,-206.988,32.289,-0.384,12.537,-1.0,0.502,0.0,-0.233,-0.237,34.638,-20.722,0.6,-3.669,69.173,0.253,358.756,205.027,"Curva 4: Stretta, frenare.",27.6
21.134,3.592,-206.73,32.039,-0.35,12.942,-1.0,0.502,0.0,-0.274,-0.318,34.553,-23.493,0.895,-4.22,68.476,0.07,358.022,205.633,"Curva 4: Stretta, frenare.",27.62
21.777,3.586,-206.482,31.875,-0.257,13.091,-1.0,0.266,0.0,-0.07,-0.277,34.458,-10.029,4.581,-4.761,67.792,359.967,359.433,206.242,"Curva 4: Stretta, frenare.",27.64
22.411,3.582,-206.217,31.604,-0.201,13.395,-1.0,0.266,0.0,-0.104,-0.212,34.325,-19.306,2.52,-6.614,67.209,359.984,359.195,206.84,"Curva 4: Stretta, frenare.",27.66
23.033,3.58,-205.936,31.242,-0.116,13.838,-1.0,0.266,0.0,-0.394,-0.132,34.167,-27.628,3.173,-7.879,66.778,-0.001,357.753,207.426,"Curva 4: Stretta, frenare.",27.68
23.659,3.578,-205.671,31.029,-0.045,13.876,-1.0,0.266,0.0,-0.234,-0.065,33.99,-6.045,3.442,-8.989,66.303,359.971,359.257,208.017,"Curva 4: Stretta, frenare.",27.7
24.278,3.578,-205.397,30.736,0.001,13.999,-1.0,0.169,0.0,-0.117,-0.071,33.773,-11.655,2.252,-10.851,65.712,359.88,359.648,208.601,"Curva 4: Stretta, frenare.",27.72
24.882,3.578,-205.104,30.31,0.066,14.375,-1.0,0.05,0.0,-0.265,-0.1,33.545,-26.122,2.345,-11.367,65.085,359.733,357.818,209.169,"Curva 4: Stretta, frenare.",27.74
25.489,3.578,-204.826,30.045,0.084,14.432,-1.0,0.05,0.0,-0.053,-0.147,33.332,-8.319,0.781,-10.684,64.439,359.605,358.844,209.741,"Curva 4: Stretta, frenare.",27.76
26.089,3.581,-204.546,29.72,0.202,14.527,-1.0,0.0,0.0,0.112,-0.092,33.08,-11.459,5.999,-12.468,63.758,359.489,359.803,210.308,"Curva 4: Stretta, frenare.",27.78
26.672,3.586,-204.242,29.229,0.29,14.926,-1.0,0.0,0.0,-0.104,-0.074,32.821,-29.04,3.536,-12.794,63.135,359.37,358.02,210.855,"Curva 4: Stretta, frenare.",27.8
27.25,3.592,-203.942,28.765,0.376,15.192,-1.0,0.0,0.0,-0.189,-0.075,32.532,-22.63,3.696,-14.407,62.497,359.217,357.981,211.398,"Curva 4: Stretta, frenare.",27.82
27.829,3.602,-203.654,28.41,0.626,15.237,-1.0,0.0,0.0,0.01,0.02,32.244,-10.382,12.767,-14.326,61.776,358.924,0.087,211.945,"Curva 4: Stretta, frenare.",27.84
28.389,3.613,-203.34,27.911,0.714,15.582,-1.0,0.0,0.0,-0.12,-0.093,31.973,-27.249,4.246,-13.394,61.045,358.558,358.954,212.47,"Curva 4: Stretta, frenare.",27.86
28.937,3.628,-203.017,27.35,0.884,15.968,-1.0,0.0,0.0,-0.272,-0.167,31.681,-31.062,7.602,-14.463,60.226,358.121,357.444,212.983,"Curva 4: Stretta, frenare.",27.88
29.492,3.646,-202.716,27.033,1.111,15.974,-1.0,0.0,0.0,0.026,-0.167,31.419,-8.347,11.895,-13.016,59.373,357.669,359.933,213.506,"Curva 4: Stretta, frenare.",27.9
30.028,3.667,-202.399,26.555,1.184,16.142,-1.0,0.0,0.0,0.047,-0.225,31.098,-19.597,4.401,-15.809,58.617,357.405,0.152,214.01,"Curva 4: Stretta, frenare.",27.92
30.542,3.692,-202.058,25.955,1.237,16.601,-1.0,0.0,0.0,-0.272,-0.203,30.833,-35.483,1.727,-13.117,57.918,357.345,357.492,214.489,"Curva 4: Stretta, frenare.",27.94
31.06,3.718,-201.735,25.619,1.328,16.601,-1.0,0.0,0.0,-0.096,-0.103,30.556,-9.214,4.96,-13.899,57.243,357.321,358.365,214.976,"Curva 4: Stretta, frenare.",27.96
31.574,3.747,-201.421,25.294,1.325,16.511,-1.0,0.0,0.0,0.134,0.054,30.235,-5.229,0.55,-16.044,56.611,357.592,0.386,215.459,"Curva 4: Stretta, frenare.",27.98
32.066,3.774,-201.081,24.79,1.278,16.809,-1.0,0.0,0.0,-0.191,0.14,29.978,-26.327,-2.326,-12.721,56.222,357.831,359.014,215.919,"Curva 4: Stretta, frenare.",28.0
32.547,3.799,-200.737,24.391,1.182,16.799,-1.0,0.0,0.0,-0.255,0.099,29.639,-10.535,-4.767,-16.959,55.925,357.932,356.956,216.368,"Curva 4: Stretta, frenare.",28.02
33.029,3.826,-200.404,24.141,1.223,16.77,-1.0,0.0,0.0,-0.105,0.301,29.418,-6.066,2.065,-11.075,55.382,358.214,356.579,216.82,"Curva 4: Stretta, frenare.",28.04
33.51,3.852,-200.078,23.889,1.175,16.733,-1.0,0.0,0.0,0.057,0.446,29.187,-5.593,-2.436,-11.412,54.836,358.562,357.16,217.272,"Curva 4: Stretta, frenare.",28.06
33.979,3.873,-199.74,23.571,0.927,16.849,-1.0,0.0,0.0,-0.018,0.297,28.987,-13.131,-13.085,-9.812,54.438,358.756,356.175,217.711,"Curva 4: Stretta, frenare.",28.08
34.44,3.891,-199.397,23.277,0.821,16.96,-1.0,0.0,0.0,-0.085,0.249,28.81,-12.619,-6.296,-8.779,54.046,358.876,354.837,218.144,"Curva 4: Stretta, frenare.",28.1
34.901,3.907,-199.06,23.038,0.682,17.005,-1.0,0.0,0.0,-0.006,0.263,28.641,-8.205,-7.626,-8.354,53.53,359.159,354.45,218.576,"Curva 4: Stretta, frenare.",28.12
35.358,3.919,-198.727,22.834,0.414,16.951,-1.0,0.0,0.0,0.135,0.228,28.44,-2.726,-13.66,-9.861,53.099,359.599,354.744,5.565,"Curva 5: Tornante, frenare.",28.14
35.81,3.924,-198.393,22.611,0.046,16.948,-1.0,0.0,0.0,0.135,0.094,28.257,-5.011,-18.887,-8.99,52.858,0.072,355.058,5.925,"Curva 5: Tornante, frenare.",28.16
36.258,3.921,-198.058,22.429,-0.349,16.93,-1.0,0.0,0.0,0.103,-0.08,28.104,-3.167,-20.17,-7.561,52.757,0.532,355.318,6.318,"Curva 5: Tornante, frenare.",28.18
36.703,3.909,-197.723,22.311,-0.759,16.886,-1.0,0.0,0.0,0.106,-0.29,27.989,-0.187,-20.681,-5.731,52.711,0.945,355.506,6.735,"Curva 5: Tornante, frenare.",28.2
37.145,3.891,-197.388,22.229,-1.093,16.834,-1.0,0.0,0.0,0.122,-0.409,27.902,0.907,-16.765,-4.414,52.68,1.387,355.351,7.173,"Curva 5: Tornante, frenare.",28.22
37.583,3.869,-197.052,22.132,-1.377,16.766,-1.0,0.0,0.0,0.158,-0.435,27.795,1.139,-14.365,-5.45,52.614,1.916,354.701,7.626,"Curva 5: Tornante, frenare.",28.24
38.018,3.841,-196.72,21.965,-1.686,16.66,-1.0,0.0,0.0,0.21,-0.454,27.615,0.677,-15.895,-9.164,52.481,2.52,354.278,8.089,"Curva 5: Tornante, frenare.",28.26
38.453,3.808,-196.394,21.779,-1.923,16.545,-1.0,0.0,0.0,0.261,-0.399,27.414,0.064,-12.471,-10.184,52.311,3.141,354.562,8.556,"Curva 5: Tornante, frenare.",28.28
38.889,3.772,-196.071,21.632,-1.868,16.476,-1.0,0.0,0.0,0.269,-0.222,27.254,-1.939,2.115,-8.087,52.177,3.422,355.578,9.031,"Curva 5: Tornante, frenare.",28.3
39.314,3.738,-195.736,21.433,-1.725,16.527,-1.0,0.0,0.0,0.208,-0.113,27.119,-8.779,5.966,-6.669,51.949,3.367,354.386,9.518,"Curva 5: Tornante, frenare.",28.32
39.732,3.707,-195.401,20.928,-1.552,16.696,-1.0,0.0,0.0,0.099,-0.033,26.817,-23.168,5.075,-14.856,51.216,3.223,353.111,10.008,"Curva 5: Tornante, frenare.",28.34
40.152,3.679,-195.076,20.478,-1.292,16.819,-1.0,0.0,0.0,0.208,0.136,26.53,-20.318,10.23,-14.001,50.126,3.037,354.009,10.493,"Curva 5: Tornante, frenare.",28.36
40.562,3.654,-194.752,20.03,-1.252,16.859,-1.0,0.0,0.0,0.39,0.235,26.207,-16.261,-0.294,-15.647,49.017,3.174,354.927,10.976,"Curva 5: Tornante, frenare.",28.38
40.951,3.63,-194.416,19.458,-1.411,17.059,-1.0,0.0,0.0,0.313,0.246,25.913,-25.508,-11.552,-14.052,48.014,3.591,354.068,11.463,"Curva 5: Tornante, frenare.",28.4
41.332,3.603,-194.081,19.057,-1.649,17.003,-1.0,0.0,0.0,0.442,0.257,25.588,-10.027,-14.301,-15.715,47.211,4.157,353.582,11.946,"Curva 5: Tornante, frenare.",28.42
41.71,3.572,-193.751,18.779,-1.825,16.914,-1.0,0.0,0.0,0.608,0.369,25.329,-5.252,-10.486,-12.384,46.528,4.811,353.755,12.427,"Curva 5: Tornante, frenare.",28.44
42.083,3.535,-193.422,18.55,-2.106,16.858,-1.0,0.0,0.0,0.726,0.343,25.141,-4.317,-15.485,-8.806,46.006,5.412,354.091,12.907,"Curva 5: Tornante, frenare.",28.46
42.453,3.492,-193.091,18.331,-2.364,16.866,-1.0,0.0,0.0,0.78,0.264,25.008,-6.632,-14.314,-6.189,45.541,5.858,354.558,13.388,"Curva 5: Tornante, frenare.",28.48
42.823,3.442,-192.762,18.205,-2.583,16.907,-1.0,0.0,0.0,0.917,0.13,24.961,-5.01,-11.608,-1.833,44.986,6.071,355.481,13.871,"Curva 5: Tornante, frenare.",28.5
43.192,3.385,-192.431,18.039,-2.814,16.971,-1.0,0.0,0.0,1.069,-0.107,24.903,-7.376,-12.375,-2.271,44.296,6.078,356.198,14.357,"Curva 5: Tornante, frenare.",28.52
43.554,3.324,-192.093,17.892,-2.982,17.039,-1.0,0.0,0.0,1.287,-0.357,24.851,-7.023,-9.15,-1.693,43.483,5.854,355.822,14.846,"Curva 5: Tornante, frenare.",28.54
43.91,3.259,-191.749,17.735,-3.056,17.117,-1.0,0.0,0.0,1.572,-0.566,24.78,-7.982,-4.753,-2.071,42.506,5.427,354.414,15.337,"Curva 5: Tornante, frenare.",28.56
